x,y,z,label
5.734148792388369,-0.280651714175932,0.0,pref_before_icp
5.734148792388369,-0.280651714175932,0.09,pref_before_icp
5.734148792388369,-0.280651714175932,0.2,pref_before_icp
5.734148792388369,-0.280651714175932,0.27,pref_before_icp
5.734148792388369,-0.280651714175932,0.36,pref_before_icp
5.734148792388369,-0.280651714175932,0.45,pref_before_icp
5.734148792388369,-0.280651714175932,0.54,pref_before_icp
5.734148792388369,-0.280651714175932,0.63,pref_before_icp
5.734148792388369,-0.280651714175932,0.72,pref_before_icp
5.734148792388369,-0.280651714175932,0.81,pref_before_icp
5.734148792388369,-0.280651714175932,0.9,pref_before_icp
5.734148792388369,-0.280651714175932,0.99,pref_before_icp
5.734148792388369,-0.280651714175932,1.08,pref_before_icp
5.734148792388369,-0.280651714175932,1.17,pref_before_icp
5.734148792388369,-0.280651714175932,1.26,pref_before_icp
5.734148792388369,-0.280651714175932,1.35,pref_before_icp
5.734148792388369,-0.280651714175932,1.44,pref_before_icp
5.734148792388369,-0.280651714175932,1.53,pref_before_icp
5.734148792388369,-0.280651714175932,1.62,pref_before_icp
5.734148792388369,-0.280651714175932,1.71,pref_before_icp
5.734148792388369,-0.280651714175932,1.8,pref_before_icp
5.734148792388369,-0.280651714175932,1.89,pref_before_icp
5.734148792388369,-0.280651714175932,1.98,pref_before_icp
5.734148792388369,-0.280651714175932,2.07,pref_before_icp
5.734148792388369,-0.280651714175932,2.16,pref_before_icp
5.734148792388369,-0.280651714175932,2.25,pref_before_icp
5.734148792388369,-0.280651714175932,2.34,pref_before_icp
5.734148792388369,-0.280651714175932,2.43,pref_before_icp
5.734148792388369,-0.280651714175932,2.52,pref_before_icp
5.734148792388369,-0.280651714175932,2.61,pref_before_icp
5.734148792388369,-0.280651714175932,2.7,pref_before_icp
5.734148792388369,-0.280651714175932,2.79,pref_before_icp
5.734148792388369,-0.280651714175932,2.88,pref_before_icp
5.734148792388369,-0.280651714175932,2.97,pref_before_icp
5.734148792388369,-0.280651714175932,3.06,pref_before_icp
5.734148792388369,-0.280651714175932,3.15,pref_before_icp
5.734148792388369,-0.280651714175932,3.24,pref_before_icp
5.734148792388369,-0.280651714175932,3.33,pref_before_icp
5.734148792388369,-0.280651714175932,3.42,pref_before_icp
5.734148792388369,-0.280651714175932,3.51,pref_before_icp
5.734148792388369,-0.280651714175932,3.6,pref_before_icp
5.734148792388369,-0.280651714175932,3.69,pref_before_icp
5.734148792388369,-0.280651714175932,3.75,pref_before_icp
5.747004409893851,-0.1828504817268837,0.0,pref_before_icp
5.747004409893851,-0.1828504817268837,0.09,pref_before_icp
5.747004409893851,-0.1828504817268837,0.2,pref_before_icp
5.747004409893851,-0.1828504817268837,0.27,pref_before_icp
5.747004409893851,-0.1828504817268837,0.36,pref_before_icp
5.747004409893851,-0.1828504817268837,0.45,pref_before_icp
5.747004409893851,-0.1828504817268837,0.54,pref_before_icp
5.747004409893851,-0.1828504817268837,0.63,pref_before_icp
5.747004409893851,-0.1828504817268837,0.72,pref_before_icp
5.747004409893851,-0.1828504817268837,0.81,pref_before_icp
5.747004409893851,-0.1828504817268837,0.9,pref_before_icp
5.747004409893851,-0.1828504817268837,0.99,pref_before_icp
5.747004409893851,-0.1828504817268837,1.08,pref_before_icp
5.747004409893851,-0.1828504817268837,1.17,pref_before_icp
5.747004409893851,-0.1828504817268837,1.26,pref_before_icp
5.747004409893851,-0.1828504817268837,1.35,pref_before_icp
5.747004409893851,-0.1828504817268837,1.44,pref_before_icp
5.747004409893851,-0.1828504817268837,1.53,pref_before_icp
5.747004409893851,-0.1828504817268837,1.62,pref_before_icp
5.747004409893851,-0.1828504817268837,1.71,pref_before_icp
5.747004409893851,-0.1828504817268837,1.8,pref_before_icp
5.747004409893851,-0.1828504817268837,1.89,pref_before_icp
5.747004409893851,-0.1828504817268837,1.98,pref_before_icp
5.747004409893851,-0.1828504817268837,2.07,pref_before_icp
5.747004409893851,-0.1828504817268837,2.16,pref_before_icp
5.747004409893851,-0.1828504817268837,2.25,pref_before_icp
5.747004409893851,-0.1828504817268837,2.34,pref_before_icp
5.747004409893851,-0.1828504817268837,2.43,pref_before_icp
5.747004409893851,-0.1828504817268837,2.52,pref_before_icp
5.747004409893851,-0.1828504817268837,2.61,pref_before_icp
5.747004409893851,-0.1828504817268837,2.7,pref_before_icp
5.747004409893851,-0.1828504817268837,2.79,pref_before_icp
5.747004409893851,-0.1828504817268837,2.88,pref_before_icp
5.747004409893851,-0.1828504817268837,2.97,pref_before_icp
5.747004409893851,-0.1828504817268837,3.06,pref_before_icp
5.747004409893851,-0.1828504817268837,3.15,pref_before_icp
